class,tweet
1, dishing texas trash talking pts with racist maybe if gbush had apologize for all his sins he wouldnt be hiding
1, he forced it lol mad bitches came to my mind thru every bar
2, birds of a feather flock together yall 128037128035
1,
1,
1, think its cause she saw me doing biceps 128527128557128514 lmao jk im still a bitch 128077
1, fucking stupid crackers
1, fucking creepy ass nigguh lmao
0,
2,
2, soo when we hanging out and makin brownies
1, basically were mad at them for being hoes
1, lmaoo youre the pussy who will call the cops also if i wanted to find yu i would but im not gonna waste my time with you
1, you women and when you getting money the hoes gone come so how does that sound gay rather make money anyday
1, yeah them hoes straight ima grab that light blue pair
1, not dykes or anything128111128539128109
0, just like a nig to come home when ever they want
1,
1,
1, whats up nigger 128513
1, idk who gave that bitch my name
1, this bitch not tellin me
1,
1, bitch get yo duck ass off my shit
2, lemme just throw a 302 in it hows the tranny
0, look at this nigger ass nigger shit right here
1, lay in it brother im a honky
1, yankee noodle is fucking awesome ya bastard
1, let a honky know man lol
2,
1,
1, ima call his retarded ass
1, thats what i call it too lol its beyond ghetto smh but man u needa quit playin and come back
1, just know a countryass old bitch in tn has ur back
1, thanks for the invite tho bitch
0,
1, your just building the pussy up lmao
1, haha because im too cool for them hoes lmao jk i got repoed supposedly that i was a fake account 128554
1, the bitch that took my phone
1, yep which is messiermore dangerousmore environmentallyunfriendly than their retarded new spouts 
2,
0, dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot
0, kill yourself ugly ass monkey looking shit
1, you gonna be 33 years old with no bitches watchlol
1, what a smelly hater bitch
1, here come the desperate hoes 128514
2,
2, you should check it out it aint animated and has charlie murphy in it
0, yes im white washed because i dont go around repping my hood and saying a bunch of ignorant nig terms
1, but no joke i will say no it is not an oleander and wife will say son of a bitch ron yes the hell it is get out your book
1, calm down you little asian lol just go flip a bitch
1, this ho korina is craycray
1,
1, did you take a picture of your pussy i hope you super sized it because its huge grand canyon size
1, boy talk about aspecial kind of stupid far left is a under statement down retarded
1, another keyboard commando in real life you hide like a little bitch
1, dont get head from hoes with overbites 
1, its a band negro
1, exotic bitches do exotic things these hoes aint loyal
1, mine will say the intimidator 128514128514 cause bitches cant handle it128514
1, biggest liars ever republican teabagger asshats like stockboy pinoccio
1, if u zoom in you can see his hairy nipples
2, in the trash
1,
1, ill bitch slap you to the shadow realm
1, come draw and paint with me niggah
0,
0,
1,
1,
1,
1,
1,
1, kik me u nigglet i need to know when we outs to the pool
1,
1, where does that fucking muzzie edict come from feds or prov govts
1, an end to the ordination of women and faggots whose only aim is to weaken and split our communion
1, chippah i hopes you aint be hangin wit dis wigger boy
1, one charlotte store but of course they are faggots
1, bitch been on there for ah mintue cdfuuuu
2, overpriced complete trash not even debatable
1,
1,
1, i know you are a pussy ass coward that is weaker and smaller like gz
1, we dont send pussy ass cowards to old sparky
1, yeah because george zimmerman is a pussy ass coward
2, i need some clams on the half shell down here all you can get is deep fried clam necks
1, she a hoe not a housewife 128527
0, it was paul mccaney faggot
1, neck titties then pussy
1, imma shoot that bitch
1, yeah us crackers are the devil
1, i said something to you gorilla stop listening to monkey music
1, yeah when you see him againthat son of a bitch owes me money tell him i been looking for him
1, right these hoes aint loyal
1, this bitch is not only an idiot but a troll spamblocked so keep spewing ur shit 
1, put your money up pussy
2, you and me having twitter bird shaped pancakes that would just be a sta
1, alright then well in calling you a pussy also
0, fuckin muzzie cunts should all be depoed savages
1, gs up hos down rush i mean clearly he likes to pay
0, screw the ragheads
1, i called your bitch ass 128530
1, oh its coming up little bitch and the us has no veto over it itll be a thrill to watch
0, you fuckin yankees ill be there in 2 months ill meet you pussy
2, nah some honkey lookin dude at chr
0, dryer then them bad ass eyes of your fag
1, yup he did like a straight bitch
1, the biebs is getting fucked right in the pussy
1, this look more like your little baby son of a bitch 
1, right in the pussy
2, exactly by folks who cant favor to get into that lovely old stadium
2, i miss nyc nashville needs a pro al team the closest is kc or tampa thats pretty bad the south is nl
2, i miss the pizza the passion
2, oh yeah and the annoying damn duck calls they outta be banned duck horns
2, just getting in i hope so cause they stunk it up last night
1, the whole bunch of the trash needs 2 jus go away they r jus trash
1,
2, hahaha chunky goalkeeper makes a save with his stomach
2, i prefer zebra visually didnt know about lesser costs
2, love hbirds used to feed them when i lived in wa state hv them on mtn in sore
2, someone gave me a nip of baileys irish cream coffee what can i use it withsuggestions
2, i don8217t understand how it8217s weak to give anything to jeter when the astros barely have any history with the yankees
1, i dont love these hoes
1, thats arabic for you one pussy gettin motha fucka
1, lmoa high as giraffe pussy
2, too make up for your yellow chompers candyass
1, i thought it was beyond retarded not scary at all
1, me nigga you the pussy i got hands for you dawg
2, hey do you have that screen shot of djks wiki page being updated regarding the trash can incident
1, can we plz go to starbucks and do that ebola sounds like a really ghetto hood name tbh
1,
0,
1, hell no man im retarded good at situps that run was weak tho
1,
1, aicle is flawed took my first chp with brpd was well done even had 2 ghetto gals with a jammy hipurnt 9 but well done
2,
1,
1,
0, new york niggas quick to take off on a bitch in public boy lol
1, shouldve caught it the first time nigger
1, taking off like a bitch bra
1,
1, nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol
2, typical hitchens type atheist and was watching a doc on how hollywood hates god ready to mock it
1, why hold back just say theyre as retarded as their tits are fake theres no in between
1, this nothing to do with my shoes you ignorant twat
1, damn you just called yourself a bitch bruh lol 9995
0,
1,
2, would not spend my money on trash like that
0, fuck your mother faggot
0, i dont hate that he blew up from 3005 like a hipster but i hate the faggots who say they love his music based off his worst 
1, i honesty think the internet is just full of retards
1, before i went off to college i wanted to get a ukulele but quickly realised id be a bigger fag than the guitar kid in the quad
2, ho no without ur vote we lost the election ak49 is taking oath as pm today 
1, i know right but here i am wasting time thinking 1more hr till i sta the day im retarded 128541
2, yeahi dont think its about injuns i think redskins is about politics and alcoholism in washingtondc 
2, my current favorite line is shea moisture its at target and cvs great for dry curly andor colored hair
1,
1, this guy would so get a show on spike if they could somehow revive the son of a bitch id watch
0, you retarded bruh lol
2, strawberry shocake stacked with whipped cream yellow spungecake amp sliced strawberries freshly picked from the farm w my kids
1, just played against a heimer suppo biggest faggot ever stupid cheese champion
1, if i get blocked ill be on that bitches porch drunk and yelling holy shitshe was righti am kanye
1, my bitch got the dope in her panties sssshhhhh you to dramatic
1, u know how hispanics be takin all the jobs these niggers wont yeah somethin like a hispanic
1, lmfao i wasnt scanning anythingthe fat hoes was hittin me up
1, how you gonna compare sushi to pussy tho there aint no dicks going in your sushi 128514
2, naw i juss like making you a lil mad 128514 i have been gone for too long tho i hate the boonies128589128564
1, laughin at my screenshots no bitch this might be a code red
